站號,站名,站種,海拔高度(m),經度,緯度,城市,地址,資料起始日期,撤站日期,備註,原站號,新站號
C0Z180,新城,署屬自動站,37,121.604878,24.040486,花蓮縣,新城鄉大漢村大安街1號(新城鄉原住民多功能活動中心),2017-12-01,,原(C0T841)站因移位，於2017/12/1更變為(C0Z180)站。(C0Z180)站於2025/02/07從新城鄉公所遷移至新城鄉原住民多功能活動中心(約120公尺)，並於2025/04/07啟用。,C0T841,
C0Z190,富世,署屬自動站,62,121.6297,24.14743,花蓮縣,秀林鄉富世村127號(富世國小校園內),2017-12-01,,原(C0T9C0)站因移位，於2017/12/1變更為(C0Z190)站。,C0T9C,
C0Z200,萬榮,署屬自動站,153,121.420106,23.709219,花蓮縣,鳳林鎮長橋里長橋路2號(長橋國小),2017-06-03,,,,
C0Z210,瑞穗,署屬自動站,126,121.39021,23.5239,花蓮縣,瑞穗鄉鶴岡村167號(鶴岡國小),2017-12-01,,,,
C0Z220,和平林道,署屬自動站,589,121.656317,24.343922,花蓮縣,秀林鄉臺電公司東部發電廠碧海機組廠區內(進入管制哨約7公里處),2018-03-23,,,,
C0Z230,和平,署屬自動站,31,121.77007,24.30717,花蓮縣,秀林鄉克來寶段399地號(和平工業港安檢所綠洲分隊),2017-12-01,,,,
C0Z250,瑞穗林道,署屬自動站,1124,121.30688,23.49284,花蓮縣,卓溪鄉瑞穗林道約7.5K瑞欣礦區下方空地,2017-12-01,,,,
C0Z270,蕃薯寮,署屬自動站,343,121.540108,23.73835,花蓮縣,壽豐鄉水璉村蕃薯寮附近山區道路旁(牛山段607地號內),2017-06-03,,,,
C0Z280,德武,署屬自動站,224,121.41071,23.47426,花蓮縣,玉里鎮德武里附近山區道路旁(德武段680地號內),2017-12-01,,,,
C0Z290,赤柯山,署屬自動站,946,121.38293,23.36893,花蓮縣,玉里鎮赤柯山段338地號,2017-12-01,,,,
C0Z300,東里,署屬自動站,182,121.30547,23.26853,花蓮縣,富里鄉東里村大莊路52號(東里消防分隊),2017-12-01,,,,
C0Z310,清水斷崖,署屬自動站,59,121.689142,24.218294,花蓮縣,秀林鄉臺9線大清水遊憩區下方空地,2018-03-23,,,,
C0Z320,清水林道,署屬自動站,646,121.188272,23.27125,花蓮縣,卓溪鄉清水林道北側山區(新生段1地號),2018-05-09,,,,
C0Z330,安通山,署屬自動站,488,121.348528,23.290728,花蓮縣,玉里鎮安通產業道路附近山區,2018-05-09,,,,
C1A630,下盆,署屬自動站,527,121.538622,24.771003,新北市,烏來區東勢溪中游(步行一小時),1987-06-01,,,,
C1A750,石碇服務區,署屬自動站,92,121.646242,25.00872,新北市,石碇區文山路一段2號,2021-10-02,,,,
C1A760,坪林交控,署屬自動站,217,121.713442,24.94284,新北市,坪林區坪雙路一段52號,2021-10-02,,,,
C1A9N0,四十份,署屬自動站,435,121.593283,24.934158,新北市,新店區北宜路旁(文山事業區第四林班),2000-06-01,,,,
C1AC50,關渡,署屬自動站,111,121.469331,25.133486,臺北市,北投區學園路2號(臺北城市科技大學校園內5樓頂),1992-05-20,,原(C1A970)站因與三貂角氣象站(C0A970)重複編號，於2008/2/25起變更站碼為(C1AC50)。2009/2/18～2009/2/19原址儀器汰換，原站址位於校園內，汰換後移至樓頂。,C1A970,
C1AI50,國三N016K,署屬自動站,64,121.619664,25.034164,臺北市,國道3號北向16.51K,2021-01-26,,,,
C1AI60,國一39K邊坡,署屬自動站,181,121.383836,25.064361,新北市,國道1號北向39.32K,2021-01-26,,原國一N039K雨量站(C1AI60)與國一N039K氣象站(CAA990)名稱相同，為利於辨識，於2024/08/15將國一N039K雨量站(C1AI60)改為國一39K邊坡雨量站。,,
C1C510,水尾,署屬自動站,106,121.087161,24.940081,桃園市,楊梅區豐野里1鄰151號(富崗水尾工作站內),1987-06-01,,,,
C1D380,新埔,署屬自動站,65,121.03834,24.84745,新竹縣,新埔鎮下寮里43號義民廟右方路旁,1987-06-01,,,,
C1D400,鳥嘴山,署屬自動站,839,121.28387,24.71909,新竹縣,尖石鄉新樂村復興礦場,1987-06-01,,,,
C1D410,白蘭,署屬自動站,1290,121.079947,24.579364,新竹縣,五峰鄉桃山村,1987-06-01,,,,
C1D420,太閣南,署屬自動站,1279,121.160575,24.632808,新竹縣,五峰鄉羅山工作站後方山頂羅山瞭望台旁,1987-06-01,,,,
C1D630,飛鳳山,署屬自動站,462,121.119178,24.766464,新竹縣,芎林鄉王爺坑段83-7號地,2011-12-01,,,,
C1D640,外坪(五指山),署屬自動站,718,121.090961,24.644447,新竹縣,北埔鄉大坪段內大坪小段36-54號地,2011-12-01,,原名為外坪，於2016/4/26更名為外坪(五指山)。,,
C1E451,象鼻,署屬自動站,950,120.940228,24.368617,苗栗縣,泰安鄉象鼻村,2011-11-01,,原(C1E450)站因儀器汰換，於2011/11/1更變為(C1E451)站。,C1E450,
C1E461,松安,署屬自動站,1325,120.986022,24.397972,苗栗縣,泰安鄉雪霸國家公園二本松解說站旁,2011-11-01,,原(C1E460)站因儀器汰換，於2011/11/1更變為(C1E461)站。,C1E460,
C1E480,鳳美,署屬自動站,576,121.034747,24.554803,苗栗縣,南庄鄉東河村24鄰石門1號(南庄往鹿場途中),1990-07-21,,,,
C1E511,新開,署屬自動站,326,120.827019,24.347703,苗栗縣,大湖鄉新開村新開4鄰20號旁,2011-11-01,,原(C1E510)站因儀器汰換，於2011/11/1更變為(C1E511)站。,C1E510,
C1E601,南勢,署屬自動站,125,120.734842,24.572486,苗栗縣,後龍鎮南港里南勢山,2011-11-01,,原(C1E600)站因儀器汰換，於2011/11/1更變為(C1E601)站。,C1E600,
C1E670,南礦,署屬自動站,1209,121.002836,24.538278,苗栗縣,南庄鄉蓬萊林道末端(南庄事業區18林班地),2002-08-01,,,,
C1E681,南勢山,署屬自動站,977,120.923831,24.421669,苗栗縣,泰安鄉大興村(從泰安國小進入站址車程約10分鐘),2011-11-01,,原(C1E680)站因儀器汰換，於2011/11/1更變為(C1E681)站。,C1E680,
C1E691,南湖,署屬自動站,786,120.837533,24.40135,苗栗縣,大湖鄉(位於南湖台3線135k處之吊樑道山上),2011-11-01,,原(C1E690)站因儀器汰換，於2011/11/1更變為(C1E691)站。,C1E690,
C1E701,八卦,署屬自動站,737,120.927619,24.491756,苗栗縣,泰安鄉(與八卦派出所相距約1.2k處),2011-11-01,,原(C1E700)站因儀器汰換，於2011/11/1更變為(C1E701)站。,C1E700,
C1E711,馬拉邦山,署屬自動站,990,120.901656,24.367306,苗栗縣,大湖鄉東興村(馬拉邦山登山口),2011-11-01,,原(C1E710)站因儀器汰換，於2011/11/1更變為(C1E711)站。,C1E710,
C1E721,泰安,署屬自動站,1409,120.968036,24.489017,苗栗縣,泰安鄉橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2011-11-01,,原(C1E720)站因儀器汰換，於2011/11/1更變為(C1E721)站。,C1E720,
C1E770,公館,署屬自動站,83,120.830806,24.526914,苗栗縣,公館鄉鶴岡村178號(鶴岡國中),2011-11-01,,,,
C1E890,國三N149K,署屬自動站,53,120.680019,24.463414,苗栗縣,國道3號北向149K,2021-01-26,,,,
C1E900,國一N128K,署屬自動站,80,120.844186,24.560997,苗栗縣,國道1號北向128K,2021-10-02,,,,
C1F871,上谷關,署屬自動站,1000,121.018644,24.203483,臺中市,和平區(博愛國小谷關分校附近),2011-11-01,,原(C1F870)站因儀器汰換，於2011/11/1更變為(C1F871)站。,C1F870,
C1F891,稍來,署屬自動站,2205,121.001142,24.265689,臺中市,和平區八仙山事業區49林班地船型山苗圃廢棄觀測坪附近,2011-11-01,,原(C1F890)站因儀器汰換，於2011/11/1更變為(C1F891)站。,C1F890,
C1F911,新伯公,署屬自動站,417,120.841069,24.221361,臺中市,東勢區詒福段163地號(台電公司門前右前方),2011-11-01,,原(C1F910)站因儀器汰換，於2011/11/1更變為(C1F911)站。,C1F910,
C1F941,雪嶺,署屬自動站,2620,121.026642,24.280586,臺中市,和平區雪嶺地區八仙山事業區60林班地小雪山莊後方水塔後山頂,2011-11-01,,原(C1F940)站因儀器汰換，於2011/11/1更變為(C1F941)站。,C1F940,
C1F9B1,桐林,署屬自動站,130,120.735194,24.066172,臺中市,霧峰區桐林里民生路(桐林國小斜對面),2011-11-01,,原(C1F9B0)站因儀器汰換，於2011/11/1更變為(C1F9B1)站。,C1F9B0,
C1F9C1,白冷,署屬自動站,610,120.929889,24.182844,臺中市,和平區天輪里天輪巷42號(臺中市和平區白冷國民小學校園內),2011-11-01,,原(C1F9C0)站因儀器汰換，於2011/11/1更變為(C1F9C1)站。,C1F9C0,
C1F9D1,白毛台,署屬自動站,639,120.886933,24.158325,臺中市,新社區福興里福民路13號旁,2011-11-01,,原(C1F9D0)站因儀器汰換，於2011/11/1更變為(C1F9D1)站。,C1F9D0,
C1F9E1,龍安,署屬自動站,563,120.831961,24.1605,臺中市,新社區中和里內(距龍安橋約1.2k處),2011-11-01,,原(C1F9E0)站因儀器汰換，於2011/11/1更變為(C1F9E1)站。,C1F9E0,
C1F9F1,伯公龍,署屬自動站,500,120.849047,24.272392,臺中市,東勢區勢林街(宏覺寺旁),2011-11-01,,原(C1F9F0)站因儀器汰換，於2011/11/1更變為(C1F9F1)站。,C1F9F0,
C1F9G1,慶福山,署屬自動站,810,120.848378,24.180853,臺中市,東勢區(台8線10.5k往馬鞍農場方向.車程約半小時),2011-11-01,,原(C1F9G0)站因儀器汰換，於2011/11/1更變為(C1F9G1)站。,C1F9G0,
C1F9J1,清水林,署屬自動站,723,120.820419,24.071242,臺中市,太平區136縣道9.5k處旁約500公尺,2011-11-01,,原(C1F9J0)站因儀器汰換，於2011/11/1更變為(C1F9J1)站。,C1F9J0,
C1F9W0,德基,署屬自動站,1970,121.190261,24.254783,臺中市,和平區台8甲線69-70k處，彎入勝利路接翠巒產業道路約6.2km，路邊白色水塔旁,2011-11-01,,,,
C1G691,下水埔,署屬自動站,110,120.5676,23.816114,彰化縣,溪州鄉大莊國小(大庄村中橫巷1號),2011-10-06,,本站於2015/4/1起進行儀器汰換，並於2015/7/1完成驗收。,C1G690,
C1G9D0,國一S218K,署屬自動站,30,120.493253,23.890641,彰化縣,國道1號南向218.3K,2021-10-02,,,,
C1H000,翠峰,署屬自動站,2454,121.205211,24.109397,南投縣,仁愛鄉翠峰段30地號東側旁(臺14甲線19-19.5k處的長途通信機房旁),1992-07-01,,本站於2015/7/27起進行儀器汰換，並於2015/12/31完成驗收。,,
C1H840,國三N238K,署屬自動站,231,120.707711,23.841008,南投縣,國道3號北向238.2K,2021-10-02,,,,
C1H900,清流,署屬自動站,934,120.962997,24.080775,南投縣,仁愛鄉互助村,1992-05-01,,本站於2015/7/24起進行儀器汰換，並於2015/12/31完成驗收。,,
C1H920,長豐,署屬自動站,736,120.879897,24.102039,南投縣,國姓鄉長豐村東二巷71號(仙徠山莊內),1992-05-01,,原名為長福，於2015/9/1更名為長豐。本站於2015/9/1起進行儀器汰換，並於2015/12/31完成驗收。,,
C1H941,雙冬,署屬自動站,630,120.802189,23.967378,南投縣,草屯鎮雙冬里,2011-11-01,,原(C1H940)站因儀器汰換，於2011/11/1更變為(C1H941)站。,C1H940,
C1H971,六分寮,署屬自動站,428,120.6378,23.92507,南投縣,南投市鳳鳴里八卦路831號(南投縣政府消防局第一大隊鳳鳴分隊),2011-11-01,,原(C1H970)站因儀器汰換，於2011/11/1更變為(C1H971)站。2017/3/1短距離移位施工。原址為鳳鳴里八卦路894號(西嶺國小校門口對面)，2017/4/1啟用,C1H970,
C1H9B1,阿眉,署屬自動站,1710,120.994672,24.1263,南投縣,仁愛鄉(水利局雨量站旁),2011-11-01,,原(C1H9B0)站因儀器汰換，於2011/11/1更變為(C1H9B1)站。,C1H9B0,
C1I020,萬大,署屬自動站,1120,121.132261,23.979817,南投縣,仁愛鄉親愛村萬大水庫宿舍旁,1992-07-01,,本站於2015/8/11起進行儀器汰換，並於2015/12/31完成驗收。,,
C1I030,武界,署屬自動站,948,121.052483,23.913225,南投縣,仁愛鄉法治村,1992-07-01,,本站於2015/8/14起進行儀器汰換，並於2015/12/31完成驗收。,,
C1I050,丹大,署屬自動站,2568,121.141147,23.753747,南投縣,信義鄉丹大事業區第十七林班地(瞭望台旁),1992-07-01,,自2006年起，設備不再維護，暫時停止觀測。本站於2015/3/28起進行儀器汰換，並於2015/7/1完成驗收。,,
C1I070,和社,署屬自動站,825,120.888861,23.591131,南投縣,信義鄉中橫同富村同和巷47號和社分社觀測坪內,1992-07-01,,本站於2015/9/14起進行儀器汰換，並於2015/12/31完成驗收。,,
C1I101,溪頭,署屬自動站,1810,120.807647,23.661789,南投縣,鹿谷鄉內湖村森林巷溪頭林營區(鳳凰山瞭望台旁),2011-11-01,,原(C1I100)站因儀器汰換，於2011/11/1更變為(C1I101)站。,C1I100,
C1I121,大鞍,署屬自動站,1515,120.760017,23.678381,南投縣,竹山鎮樟空倫山之三角點附近,2011-11-01,,原(C1I120)站因儀器汰換，於2011/11/1更變為(C1I121)站。,C1I120,
C1I131,桶頭,署屬自動站,311,120.654117,23.641944,南投縣,竹山鎮鯉南路338號旁,2011-11-01,,原(C1I130)站因儀器汰換，於2011/11/1更變為(C1I131)站。,C1I130,
C1I140,卡奈托灣,署屬自動站,1700,121.087872,23.754364,南投縣,信義鄉丹大事業區第16林班地,1993-03-01,,本站於2015/4/1起進行儀器汰換，並於2015/7/1完成驗收。,,
C1I150,青雲,署屬自動站,393,120.949378,23.793361,南投縣,信義鄉地利村5鄰開信巷98-3號旁,1993-03-01,,本站於2015/9/11起進行儀器汰換，並於2015/12/31完成驗收。,,
C1I201,中心崙,署屬自動站,677,120.712097,23.728722,南投縣,竹山鎮之中心崙林道4.1km處,2011-11-01,,原(C1I200)站因儀器汰換，於2011/11/1更變為(C1I201)站。,C1I200,
C1I211,蘆竹湳,署屬自動站,529,120.811994,23.934019,南投縣,中寮鄉清水村龍林巷4鄰58之6號旁,2011-11-01,,原(C1I210)站因儀器汰換，於2011/11/1更變為(C1I211)站。,C1I210,
C1I220,樟湖,署屬自動站,1098,120.846983,23.905333,南投縣,國姓鄉147縣道9km處與站址直線距離約1.6km,2002-08-01,,本站於2015/9/8起進行儀器汰換，並於2015/12/31完成驗收。,,
C1I230,九份二山,署屬自動站,837,120.845,23.961944,南投縣,國姓鄉南港村九份二山上(921地震紀念公園內),2002-08-01,,更正座標。本站於2015/7/23起進行儀器汰換，並於2015/12/31完成驗收。,,
C1I240,外大坪,署屬自動站,725,120.917931,23.958697,南投縣,埔里鎮種瓜路(投68)路口至站址車程約20分鐘,2002-08-01,,本站於2015/7/20起進行儀器汰換，並於2015/12/31完成驗收。,,
C1I250,鯉潭,署屬自動站,732,120.991131,23.961922,南投縣,埔里鎮埔里高工旁中心路2km處,2002-08-01,,原名為埔里，於2015/8/17更名為鯉潭。本站於2015/8/17起進行儀器汰換，並於2015/12/31完成驗收。,,
C1I260,北坑,署屬自動站,601,121.006903,23.9246,南投縣,埔里鎮麒麟里4鄰武界路31號旁,2002-08-01,,本站於2015/8/7起進行儀器汰換，並於2015/12/31完成驗收。,,
C1I280,埔中,署屬自動站,439,120.642594,23.820778,南投縣,名間鄉埔中村11之3號後面,2002-08-01,,本站於2015/9/9起進行儀器汰換，並於2015/12/31完成驗收。,,
C1I290,豐丘,署屬自動站,1151,120.887417,23.668178,南投縣,信義鄉豐丘村豐丘產業道路末端,2002-08-01,,本站於2015/9/17起進行儀器汰換，並於2015/12/31完成驗收。,,
C1I310,西巒,署屬自動站,1033,120.883956,23.754486,南投縣,信義鄉台21線道之人倫林道9.5k處,2002-08-01,,更正座標。本站於2015/8/21起進行儀器汰換，並於2015/12/31完成驗收。,,
C1I320,奧萬大,署屬自動站,1275,121.178556,23.952956,南投縣,仁愛鄉奧萬大森林遊樂區內(員工宿舍),2002-08-01,,短距離移位。本站於2015/8/19起進行儀器汰換，並於2015/12/31完成驗收。,,
C1I330,楓樹林,署屬自動站,1266,121.076117,23.986803,南投縣,仁愛鄉埔里事業區107林班地(臺14線近埔里市區),2002-08-01,,本站於2015/8/3起進行儀器汰換，並於2015/12/31完成驗收。,,
C1I340,新興橋,署屬自動站,897,120.868728,23.563333,南投縣,信義鄉臺21線新興橋附近,2002-08-01,,本站於2015/9/15起進行儀器汰換，並於2015/12/31完成驗收。,,
C1I400,凌霄,署屬自動站,1399,121.004456,24.018778,南投縣,仁愛鄉守城段4地號,2016-01-01,,,,
C1I430,翠華,署屬自動站,2415,121.224339,24.191961,南投縣,仁愛鄉翠華村華岡段70地號內,2016-01-01,,,,
C1I440,新高口,署屬自動站,2540,120.878939,23.478744,南投縣,信義鄉新高口(臺18線約107.5k處路旁，對高岳營林區第31林班446號林地內),1992-05-01,,原(C1M440)站因縣市代碼不符，於2015/4/13重新編碼為(C1I440)站。本站於2015/10/2起進行儀器汰換，並於2015/12/31完成驗收。,C1M440,
C1I450,望鄉山,署屬自動站,3025,120.944286,23.594153,南投縣,信義鄉巒大事業區第131林班內(郡大林道約32K附近，望鄉山三角點旁),2016-01-01,,,,
C1I470,杉林溪,署屬自動站,1680,120.786444,23.639517,南投縣,竹山鎮大鞍里(杉林溪森林生態渡假園區收費亭附近，向欣谷碑旁),2016-01-01,,,,
C1I500,大尖山,署屬自動站,2017,120.994889,23.858572,南投縣,仁愛鄉大尖山,2016-01-01,,,,
C1I510,線浸林道,署屬自動站,1208,120.832956,23.761508,南投縣,鹿谷鄉線浸林道11k附近,2016-01-01,,,,
C1I550,國六W023K,署屬自動站,373,120.867742,23.979067,南投縣,國道6號西向23.7K,2021-01-26,,,,
C1K540,口湖,署屬自動站,15,120.180517,23.585344,雲林縣,口湖鄉口湖村中正路一段280號(口湖消防分隊),2016-01-01,,,,
C1M390,龍美,署屬自動站,1090,120.654417,23.406728,嘉義縣,番路鄉公興村隆美地區(舊地名為瀨頭)私人茶園內,1988-12-01,,本站於 2013/4/27 進行儀器汰換，並於2013/8/1完成驗收。,,
C1M400,菜瓜坪,署屬自動站,369,120.576103,23.251928,嘉義縣,大埔鄉西興村,1988-12-01,,本站於 2013/4/18 進行儀器汰換，並於2013/8/1完成驗收。,,
C1M480,獨立山,署屬自動站,840,120.607797,23.537022,嘉義縣,竹崎鄉(獨立山三角點旁),1993-03-01,,原名為樟腦寮，於2015/7/15更名為獨立山。本站於2015/7/13起進行儀器汰換，並於2015/12/31完成驗收。,,
C1M600,頭凍,署屬自動站,986,120.603339,23.406364,嘉義縣,番路鄉阿里山公路23k處轉入興社產業道路盡頭,2002-08-01,,本站於2015/7/2起進行儀器汰換，並於2015/12/31完成驗收。,,
C1M610,石磐龍,署屬自動站,1083,120.663506,23.496606,嘉義縣,竹崎鄉光華村,2002-08-01,,本站於2015/6/11起進行儀器汰換，並於2015/12/31完成驗收。,,
C1M640,十字,署屬自動站,1567,120.753683,23.492153,嘉義縣,阿里山鄉十字村16號（十字國小樓頂）,2019-01-01,,,,
C1M870,國三N285K,署屬自動站,121,120.505833,23.550319,嘉義縣,國道3號北向285K,2021-01-26,,,,
C1N001,沙崙,署屬自動站,24,120.309406,22.935472,臺南市,歸仁區沙崙里184號北沙崙農場,2013-08-01,,原(C1N000)站因儀器汰換，於2013/8/1更變為(C1N001)站。,C1N000,
C1O850,環湖,署屬自動站,44,120.418633,23.148617,臺南市,大內區頭社里10號(大內國小鳴頭分校內),1988-12-01,,本站於 2013/4/26 進行儀器汰換，並於2013/8/1完成驗收。,,
C1O870,大棟山,署屬自動站,1249,120.52226,23.31157,臺南市,白河區大棟山三角點,1988-12-01,,,,
C1O880,關山,署屬自動站,223,120.594092,23.173397,臺南市,南化區關山里西阿里關83號(瑞峰國小附近),1988-12-01,,本站於 2013/4/16 進行儀器汰換，並於2013/8/1完成驗收。,,
C1O921,楠西,署屬自動站,115,120.484083,23.183511,臺南市,楠西區中興路107號(楠西國民中學內),2013-04-18,,原(C1O920)站因儀器汰換，於2013/4/18更變為(C1O921)站。,C1O920,
C1O940,東山服務區,署屬自動站,55,120.398472,23.286016,臺南市,國道3號北向319.9K,2021-10-02,,2023/02/01-2023/07/31為施工期間，停止接收資料。,,
C1R110,口社,署屬自動站,110,120.645222,22.770111,屏東縣,三地門鄉口社村5鄰信義巷58-5號,1992-05-01,,本站於2013/9/3進行儀器汰換，並於2013/12/1完成驗收。,,
C1R120,上德文,署屬自動站,820,120.704442,22.763272,屏東縣,三地門鄉德文村口之公墓旁,1992-05-01,,本站於 2013/6/5 進行儀器汰換，並於2013/8/1完成驗收。,,
C1R250,力里,署屬自動站,92,120.629228,22.428117,屏東縣,春日鄉七佳村自強一路92號(力里國民小學內),1997-07-01,,本站因儀器汰換，自2013/8/27起暫停資料提供，並於2013/12/1完成驗收。,,
C1R290,石門山,署屬自動站,260,120.756597,22.112611,屏東縣,牡丹鄉石門古戰場(恆春事業區29林班地),1997-12-20,,本站於2019/09/08進行儀器汰換，於2019/11/28完成驗收。,,
C1R610,西大武山,署屬自動站,1828,120.7322,22.617719,屏東縣,泰武鄉北大武山步道2.6k,2013-12-01,,,,
C1R630,龍泉,署屬自動站,60,120.59091,22.66701,屏東縣,內埔鄉大新路109號（屏東縣新生國民小學）,2018-08-11,,,,
C1S670,摩天,署屬自動站,1580,121.027,23.199503,臺東縣,海端鄉(省道臺20線169K福德宮後方),1997-07-01,,本站於2019/4/17起進行儀器汰換，於2019/6/7完成驗收。,,
C1S800,華源,署屬自動站,80,121.02325,22.657883,臺東縣,太麻里鄉華源村,2004-06-01,,本站於2019/2/24起進行儀器汰換，於2019/6/7完成驗收。,,
C1S820,金峰,署屬自動站,177,120.933236,22.590969,臺東縣,金峰鄉嘉蘭村嘉蘭國小旁,2004-06-01,,本站於2019/3/6起進行儀器汰換，於2019/6/7完成驗收。,,
C1S850,豐南,署屬自動站,489,121.262389,23.122139,花蓮縣,富里鄉豐南村花82縣道盡頭叉路1k旁,2012-01-01,,本站於2019/4/20起進行儀器汰換，於2019/6/7完成驗收。,,
C1S860,利嘉,署屬自動站,516,121.050528,22.809417,臺東縣,卑南鄉利嘉林道6k附近梅子園,2012-01-01,,本站於2019/2/22起進行儀器汰換，於2019/6/7完成驗收。,,
C1S870,南美山,署屬自動站,222,121.382333,23.15025,臺東縣,成功鎮南美山產業道路盡頭柑橘園,2012-01-01,,本站於2019/3/28起進行儀器汰換，於2019/6/7完成驗收。,,
C1S880,壽卡,署屬自動站,474,120.858903,22.238911,臺東縣,達仁鄉(大武事業區第48林班內)電信轉播站後方,1997-07-01,,原(C1R310)站因縣市代碼不符，於2015/4/13重新編碼為(C1S880)站。本站於2019/09/17進行儀器汰換，於2019/11/28完成驗收。,C1R310,
C1SA50,利嘉林道,署屬自動站,1235,121.009389,22.82325,臺東縣,卑南鄉利嘉林道17K處,2020-04-09,,,,
C1SA70,都蘭,署屬自動站,62,121.226881,22.87794,臺東縣,東河鄉都蘭村431號(都蘭國民小學教室頂樓),2019-06-07,,原(C1S630)站因移位，於2019/6/7更變為(C1SA70)站。,C1S630,
C1T800,洛韶,署屬自動站,1260,121.453956,24.204558,花蓮縣,秀林鄉富世村中橫公路洛韶11號旁,1996-01-01,,本站於2017/9/21起進行儀器汰換，於2017/12/1完成驗收。,,
C1T810,慈恩,署屬自動站,2049,121.388386,24.192044,花蓮縣,秀林鄉富世村關原路3號(救國團慈恩山莊),1996-01-01,,本站於2017/9/26 進行儀器汰換，於2017/12/1完成驗收。,,
C1T830,布洛灣,署屬自動站,675,121.57127,24.17184,花蓮縣,秀林鄉布洛灣地區(布洛灣遊客中心圓環之廣場旁邊),1996-01-01,,本站於2017/9/15起進行儀器汰換，於2017/12/1完成驗收。,,
C1T920,中興,署屬自動站,68,121.498653,23.769503,花蓮縣,壽豐鄉中興大橋橋頭旁,1996-01-01,,本站於2017/4/13起進行儀器汰換，於2017/12/1完成驗收。,,
C1T940,大觀,署屬自動站,539,121.373133,23.714206,花蓮縣,萬榮鄉(往臺16線過管制哨約12k處),1996-01-01,,本站於2017/5/9起進行儀器汰換，於2017/6/3完成驗收。,,
C1T950,太安,署屬自動站,1050,121.370128,23.666719,花蓮縣,萬榮鄉太田事業區128林班地(馬太鞍苗圃),1996-01-01,,本站於2017/4/17起進行儀器汰換，於2017/6/3完成驗收。,,
C1T970,大農,署屬自動站,183,121.413331,23.615233,花蓮縣,光復鄉花蓮糖廠之大農農場內(大農段691號),1996-01-01,,本站於2017/4/29起進行儀器汰換，於2017/6/3完成驗收。,,
C1T980,龍澗,署屬自動站,1306,121.411328,24.023289,花蓮縣,秀林鄉龍澗發電廠旁,1996-01-01,,本站於2017/8/8起進行儀器汰換，於2017/12/1完成驗收。,,
C1T990,高寮,署屬自動站,128,121.356808,23.394239,花蓮縣,玉里鎮觀音里15鄰9號(觀音國民小學校園內),1997-07-01,,本站於2017/8/16起進行儀器汰換，於2017/12/1完成驗收。,,
C1TA00,太魯閣,署屬自動站,94,121.6236,24.15773,花蓮縣,秀林鄉富世291號（太魯閣國家公園管理處內）,2018-08-06,,,,
C1U501,牛鬥,署屬自動站,280,121.573656,24.637836,宜蘭縣,大同鄉牛鬥地區,1996-01-01,,原(C1U500)站因儀器汰換，於1996/1/1更變為(C1U501)站。本站於2017/11/8進行儀器汰換，於2018/3/23完成驗收。,C1U500,
C1U670,寒溪,署屬自動站,105,121.71691,24.634,宜蘭縣,冬山鄉大進村大進七路51號(大進國民小學校園內),1996-01-01,,本站於2017/10/11進行儀器汰換，於2017/12/1完成驗收。,,
C1U840,東澳嶺,署屬自動站,750,121.8485,24.5378,宜蘭縣,南澳鄉,2011-07-01,,本站於2017/12/18進行儀器汰換，於2018/3/23完成驗收。,,
C1U850,觀音海岸,署屬自動站,665,121.77856,24.38319,宜蘭縣,南澳鄉之林務局羅東林區管理處和平事業區91林班,2011-07-01,,本站於2017/10/26進行儀器汰換，於2017/12/1完成驗收。,,
C1U920,思源,署屬自動站,2085,121.347214,24.393125,宜蘭縣,大同鄉與臺中市和平區交界之羅葉尾山步道邊(大甲溪事業區40林班內),2018-03-23,,,,
C1U930,粉鳥林,署屬自動站,5,121.842479,24.497088,宜蘭縣,蘇澳鎮東澳里東澳路69號(粉鳥林安檢所樓頂),2022-03-14,,,,
C1V160,達卡努瓦,署屬自動站,1040,120.705319,23.279811,高雄市,那瑪夏區達卡努瓦里,1992-05-01,,原名為民生(達卡努瓦)，於2015/10/13更名為達卡努瓦。本站於2015/10/13起進行儀器汰換，並於2015/12/31完成驗收。,,
C1V170,排雲,署屬自動站,3690,120.954147,23.463619,高雄市,桃源區排雲山莊往南峰方向步行約6小時(登山口-8.5k排雲山莊-1.5k測站),1992-05-01,,本站於2015/11/3起進行儀器汰換，並於2015/12/31完成驗收。,,
C1V190,南天池,署屬自動站,2700,120.91176,23.27403,高雄市,桃源區長春祠旁之步道步行約50分鐘,1992-05-01,,本站於2015/10/26起進行儀器汰換，並於2015/12/31完成驗收。,,
C1V200,梅山,署屬自動站,870,120.823556,23.268447,高雄市,桃源區梅山里(梅山口遊客中心旁道路步行約10分鐘),1992-05-01,,本站於2013/2/27進行儀器汰換，並於2013/4/18完成驗收。,,
C1V220,小關山,署屬自動站,1781,120.813603,23.154217,高雄市,桃源區老濃溪事業區99林班地,1992-05-01,,本站於2013/2/26進行儀器汰換，並於2013/4/18完成驗收。,,
C1V231,高中,署屬自動站,731,120.716711,23.134911,高雄市,桃源區高中里,2013-04-18,,原(C1V230)站因儀器汰換，於2013/4/18更變為(C1V231)站。,C1V230,
C1V300,御油山,署屬自動站,1637,120.715364,23.001983,高雄市,桃源區農業委員會林業試驗所六龜分所鳳崗山苗圃觀測坪內,1992-05-01,,本站於2013/10/2進行儀器汰換，並於2013/12/1完成驗收。,,
